employee_id,name,role,skills,experience_years,current_workload_percent
EMP0311,Employee_311,Data Engineer,BigQuery;Dataflow;Pub/Sub;GCP,8,55
EMP0312,Employee_312,Backend Developer,PHP;Laravel;MySQL;Redis,10,65
EMP0313,Employee_313,ML Engineer,Edge AI;TensorFlow Lite;C++;Python,6,70
EMP0314,Employee_314,AI Engineer,Multi-agent Systems;AutoGPT;LangChain;Python,5,40
EMP0315,Employee_315,DevOps Engineer,Security;Vault;Terraform;Compliance,11,35
EMP0316,Employee_316,Frontend Developer,Angular;RxJS;TypeScript;Sass,7,58
EMP0317,Employee_317,Data Scientist,Bayesian Inference;PyMC3;Python;SQL,8,64
EMP0318,Employee_318,Backend Developer,C#;.NET Core;SQL Server;Azure,12,72
EMP0319,Employee_319,ML Engineer,Recommendation Systems;Collaborative Filtering;Python,6,82
EMP0320,Employee_320,AI Engineer,Knowledge Graphs;Neo4j;RDF;Python,7,50
EMP0321,Employee_321,Data Engineer,Redshift;Glue;Athena;AWS,9,60
EMP0322,Employee_322,Backend Developer,Rust;WebAssembly;Performance;Docker,5,25
EMP0323,Employee_323,ML Engineer,Active Learning;Scikit-learn;Python;Labeling,4,45
EMP0324,Employee_324,AI Engineer,Autonomous Systems;ROS;C++;Python,10,90
EMP0325,Employee_325,DevOps Engineer,Logging;ELK Stack;Prometheus;Grafana,7,32
EMP0326,Employee_326,Frontend Developer,Svelte;SvelteKit;Tailwind;Vite,3,38
EMP0327,Employee_327,Data Scientist,A/B Testing;Experimentation;Python;SQL,6,54
EMP0328,Employee_328,Backend Developer,Python;FastAPI;MongoDB;RabbitMQ,5,42
EMP0329,Employee_329,ML Engineer,Feature Engineering;Pandas;SQL;Python,4,50
EMP0330,Employee_330,AI Engineer,LLM Fine-tuning;LoRA;PEFT;PyTorch,6,75
EMP0331,Employee_331,Data Engineer,ClickHouse;VectorDB;Python;SQL,7,62
EMP0332,Employee_332,Backend Developer,Node.js;TypeScript;GraphQL;Prisma,5,48
EMP0333,Employee_333,ML Engineer,Anomaly Detection;Isolation Forest;Python,6,58
EMP0334,Employee_334,AI Engineer,RAG;LlamaIndex;VectorDB;Python,4,35
EMP0335,Employee_335,DevOps Engineer,CloudFormation;AWS;Lambda;Serverless,8,22
EMP0336,Employee_336,Frontend Developer,React Native;Expo;Mobile;TypeScript,6,65
EMP0337,Employee_337,Data Scientist,Natural Language Processing;Spacy;NLTK;Python,9,72
EMP0338,Employee_338,Backend Developer,Go;Kubernetes;Docker;APIs,7,40
EMP0339,Employee_339,ML Engineer,Computer Vision;YOLO;PyTorch;OpenCV,5,85
EMP0340,Employee_340,AI Engineer,AI Agents;CrewAI;LangChain;Python,4,30
EMP0341,Employee_341,Data Engineer,Databricks;Spark;Delta Lake;Python,10,55
EMP0342,Employee_342,Backend Developer,Python;SQL;APIs;Pandas,11,38
EMP0343,Employee_343,ML Engineer,Node.js;APIs;SQL;Pandas;VectorDB,6,32
EMP0344,Employee_344,AI Engineer,Kubernetes;LangChain;PyTorch,5,90
EMP0345,Employee_345,Backend Developer,Node.js;Pandas;LLM;APIs;RAG,4,51
EMP0346,Employee_346,ML Engineer,LLM;Pandas;PyTorch,2,87
EMP0347,Employee_347,ML Engineer,PyTorch;Pandas;APIs;TensorFlow,10,83
EMP0348,Employee_348,Backend Developer,APIs;RAG;TensorFlow;Python;VectorDB;LLM,5,28
EMP0349,Employee_349,AI Engineer,LLM;Docker;React;APIs;RAG;VectorDB,11,64
EMP0350,Employee_350,DevOps Engineer,PyTorch;React;TensorFlow;Docker;LLM;Pandas,8,46
EMP0351,Employee_351,Data Scientist,Pandas;SQL;APIs;LLM;RAG;VectorDB,4,72
EMP0352,Employee_352,Data Engineer,LLM;RAG;SQL;Docker;APIs;Pandas,8,57
EMP0353,Employee_353,AI Engineer,LangChain;React;RAG;Pandas;Kubernetes,9,11
EMP0354,Employee_354,Data Scientist,Kubernetes;Pandas;PyTorch;Docker;LangChain;APIs,10,83
EMP0355,Employee_355,DevOps Engineer,SQL;APIs;TensorFlow,3,61
EMP0356,Employee_356,ML Engineer,LangChain;Node.js;RAG,1,46
EMP0357,Employee_357,Frontend Developer,RAG;Pandas;LLM;VectorDB;Python,3,84
EMP0358,Employee_358,AI Engineer,LangChain;React;TensorFlow;RAG,3,42
EMP0359,Employee_359,AI Engineer,RAG;Docker;Kubernetes;React;Python;LangChain,5,32
EMP0360,Employee_360,Data Scientist,Docker;VectorDB;APIs;LangChain;PyTorch,6,88
EMP0361,Employee_361,Data Engineer,Docker;Node.js;PyTorch,5,32
EMP0362,Employee_362,Data Engineer,Docker;Node.js;LangChain;APIs;LLM;PyTorch,5,85
EMP0363,Employee_363,Backend Developer,Python;SQL;APIs;Docker,8,45
EMP0364,Employee_364,ML Engineer,PyTorch;TensorFlow;Pandas;LLM,7,60
EMP0365,Employee_365,AI Engineer,LangChain;RAG;VectorDB;Node.js,6,30
EMP0366,Employee_366,DevOps Engineer,Kubernetes;Docker;AWS;Terraform,9,20
EMP0367,Employee_367,Frontend Developer,React;TypeScript;Tailwind;Vite,5,55
EMP0368,Employee_368,Data Scientist,Pandas;Scikit-learn;Matplotlib;SQL,10,70
EMP0369,Employee_369,Backend Developer,Node.js;Express;PostgreSQL;Redis,4,40
EMP0370,Employee_370,ML Engineer,TensorFlow;Keras;OpenCV;Python,6,80
EMP0371,Employee_371,AI Engineer,LLM;Prompt Engineering;LangChain;Python,3,25
EMP0372,Employee_372,Data Engineer,Spark;Hadoop;Kafka;Scala,12,50
EMP0373,Employee_373,Backend Developer,Go;Microservices;gRPC;Docker,7,35
EMP0374,Employee_374,ML Engineer,PyTorch;NLP;Transformers;HuggingFace,5,65
EMP0375,Employee_375,AI Engineer,Computer Vision;PyTorch;C++;CUDA,8,75
EMP0376,Employee_376,DevOps Engineer,CI/CD;Jenkins;GitLab;Ansible,6,15
EMP0377,Employee_377,Frontend Developer,Next.js;React;GraphQL;Apollo,4,48
EMP0378,Employee_378,Data Scientist,R;Statistics;Tableau;SQL,11,62
EMP0379,Employee_379,Backend Developer,Java;Spring Boot;MySQL;Kafka,9,58
EMP0380,Employee_380,ML Engineer,Reinforcement Learning;Gym;PyTorch;Python,7,72
EMP0381,Employee_381,AI Engineer,Speech Recognition;Kaldi;PyTorch;Signal Processing,10,85
EMP0382,Employee_382,Data Engineer,Airflow;Snowflake;dbt;SQL,6,42
EMP0383,Employee_383,Backend Developer,Python;Django;PostgreSQL;Celery,5,30
EMP0384,Employee_384,ML Engineer,XGBoost;LightGBM;Pandas;Scikit-learn,4,55
EMP0385,Employee_385,AI Engineer,Generative AI;Stable Diffusion;GANs;PyTorch,5,68
EMP0386,Employee_386,DevOps Engineer,Azure;Kubernetes;Helm;Monitoring,8,28
EMP0387,Employee_387,Frontend Developer,Vue.js;Vuex;Sass;Webpack,6,52
EMP0388,Employee_388,Data Scientist,Deep Learning;TensorFlow;Keras;Python,9,78
EMP0389,Employee_389,Backend Developer,Ruby on Rails;PostgreSQL;Redis;Sidekiq,7,44
EMP0390,Employee_390,ML Engineer,Time Series;Prophet;Pandas;Statsmodels,5,60
EMP0391,Employee_391,AI Engineer,Ethical AI;Bias Detection;Python;Documentation,4,20
EMP0392,Employee_392,Data Engineer,BigQuery;Dataflow;Pub/Sub;GCP,8,55
EMP0393,Employee_393,Backend Developer,PHP;Laravel;MySQL;Redis,10,65
EMP0394,Employee_394,ML Engineer,Edge AI;TensorFlow Lite;C++;Python,6,70
EMP0395,Employee_395,AI Engineer,Multi-agent Systems;AutoGPT;LangChain;Python,5,40
EMP0396,Employee_396,DevOps Engineer,Security;Vault;Terraform;Compliance,11,35
EMP0397,Employee_397,Frontend Developer,Angular;RxJS;TypeScript;Sass,7,58
EMP0398,Employee_398,Data Scientist,Bayesian Inference;PyMC3;Python;SQL,8,64
EMP0399,Employee_399,Backend Developer,C#;.NET Core;SQL Server;Azure,12,72
EMP0400,Employee_400,ML Engineer,Recommendation Systems;Collaborative Filtering;Python,6,82
EMP0401,Employee_401,AI Engineer,Knowledge Graphs;Neo4j;RDF;Python,7,50
EMP0402,Employee_402,Data Engineer,Redshift;Glue;Athena;AWS,9,60
EMP0403,Employee_403,Backend Developer,Rust;WebAssembly;Performance;Docker,5,25
EMP0404,Employee_404,ML Engineer,Active Learning;Scikit-learn;Python;Labeling,4,45
EMP0405,Employee_405,AI Engineer,Autonomous Systems;ROS;C++;Python,10,90
EMP0406,Employee_406,DevOps Engineer,Logging;ELK Stack;Prometheus;Grafana,7,32
EMP0407,Employee_407,Frontend Developer,Svelte;SvelteKit;Tailwind;Vite,3,38
EMP0408,Employee_408,Data Scientist,A/B Testing;Experimentation;Python;SQL,6,54
EMP0409,Employee_409,Backend Developer,Python;FastAPI;MongoDB;RabbitMQ,5,42
EMP0410,Employee_410,ML Engineer,Feature Engineering;Pandas;SQL;Python,4,50
EMP0411,Employee_411,AI Engineer,LLM Fine-tuning;LoRA;PEFT;PyTorch,6,75
EMP0412,Employee_412,Data Engineer,ClickHouse;VectorDB;Python;SQL,7,62
EMP0413,Employee_413,Backend Developer,Node.js;TypeScript;GraphQL;Prisma,5,48
EMP0414,Employee_414,ML Engineer,Anomaly Detection;Isolation Forest;Python,6,58
EMP0415,Employee_415,AI Engineer,RAG;LlamaIndex;VectorDB;Python,4,35
EMP0416,Employee_416,DevOps Engineer,CloudFormation;AWS;Lambda;Serverless,8,22
EMP0417,Employee_417,Frontend Developer,React Native;Expo;Mobile;TypeScript,6,65
EMP0418,Employee_418,Data Scientist,Natural Language Processing;Spacy;NLTK;Python,9,72
EMP0419,Employee_419,Backend Developer,Go;Kubernetes;Docker;APIs,7,40
EMP0420,Employee_420,ML Engineer,Computer Vision;YOLO;PyTorch;OpenCV,5,85
EMP0421,Employee_421,AI Engineer,AI Agents;CrewAI;LangChain;Python,4,30
EMP0422,Employee_422,Data Engineer,Databricks;Spark;Delta Lake;Python,10,55
EMP0423,Employee_423,Backend Developer,Python;SQL;APIs;Pandas,11,38
EMP0424,Employee_424,ML Engineer,Node.js;APIs;SQL;Pandas;VectorDB,6,32
EMP0425,Employee_425,AI Engineer,Kubernetes;LangChain;PyTorch,5,90
EMP0426,Employee_426,Backend Developer,Node.js;Pandas;LLM;APIs;RAG,4,51
EMP0427,Employee_427,ML Engineer,LLM;Pandas;PyTorch,2,87
EMP0428,Employee_428,ML Engineer,PyTorch;Pandas;APIs;TensorFlow,10,83
EMP0429,Employee_429,Backend Developer,APIs;RAG;TensorFlow;Python;VectorDB;LLM,5,28
EMP0430,Employee_430,AI Engineer,LLM;Docker;React;APIs;RAG;VectorDB,11,64
EMP0431,Employee_431,DevOps Engineer,PyTorch;React;TensorFlow;Docker;LLM;Pandas,8,46
EMP0432,Employee_432,Data Scientist,Pandas;SQL;APIs;LLM;RAG;VectorDB,4,72
EMP0433,Employee_433,Data Engineer,LLM;RAG;SQL;Docker;APIs;Pandas,8,57
EMP0434,Employee_434,AI Engineer,LangChain;React;RAG;Pandas;Kubernetes,9,11
EMP0435,Employee_435,Data Scientist,Kubernetes;Pandas;PyTorch;Docker;LangChain;APIs,10,83
EMP0436,Employee_436,DevOps Engineer,SQL;APIs;TensorFlow,3,61
EMP0437,Employee_437,ML Engineer,LangChain;Node.js;RAG,1,46
EMP0438,Employee_438,Frontend Developer,RAG;Pandas;LLM;VectorDB;Python,3,84
EMP0439,Employee_439,AI Engineer,LangChain;React;TensorFlow;RAG,3,42
EMP0440,Employee_440,AI Engineer,RAG;Docker;Kubernetes;React;Python;LangChain,5,32
EMP0441,Employee_441,Data Scientist,Docker;VectorDB;APIs;LangChain;PyTorch,6,88
EMP0442,Employee_442,Data Engineer,Docker;Node.js;PyTorch,5,32
EMP0443,Employee_443,Data Engineer,Docker;Node.js;LangChain;APIs;LLM;PyTorch,5,85
EMP0444,Employee_444,Backend Developer,Python;SQL;APIs;Docker,8,45
EMP0445,Employee_445,ML Engineer,PyTorch;TensorFlow;Pandas;LLM,7,60
EMP0446,Employee_446,AI Engineer,LangChain;RAG;VectorDB;Node.js,6,30
EMP0447,Employee_447,DevOps Engineer,Kubernetes;Docker;AWS;Terraform,9,20
EMP0448,Employee_448,Frontend Developer,React;TypeScript;Tailwind;Vite,5,55
EMP0449,Employee_449,Data Scientist,Pandas;Scikit-learn;Matplotlib;SQL,10,70
EMP0450,Employee_450,Backend Developer,Node.js;Express;PostgreSQL;Redis,4,40
EMP0451,Employee_451,ML Engineer,TensorFlow;Keras;OpenCV;Python,6,80
EMP0452,Employee_452,AI Engineer,LLM;Prompt Engineering;LangChain;Python,3,25
EMP0453,Employee_453,Data Engineer,Spark;Hadoop;Kafka;Scala,12,50
EMP0454,Employee_454,Backend Developer,Go;Microservices;gRPC;Docker,7,35
EMP0455,Employee_455,ML Engineer,PyTorch;NLP;Transformers;HuggingFace,5,65
EMP0456,Employee_456,AI Engineer,Computer Vision;PyTorch;C++;CUDA,8,75
EMP0457,Employee_457,DevOps Engineer,CI/CD;Jenkins;GitLab;Ansible,6,15
EMP0458,Employee_458,Frontend Developer,Next.js;React;GraphQL;Apollo,4,48
EMP0459,Employee_459,Data Scientist,R;Statistics;Tableau;SQL,11,62
EMP0460,Employee_460,Backend Developer,Java;Spring Boot;MySQL;Kafka,9,58
EMP0461,Employee_461,ML Engineer,Reinforcement Learning;Gym;PyTorch;Python,7,72
EMP0462,Employee_462,AI Engineer,Speech Recognition;Kaldi;PyTorch;Signal Processing,10,85
EMP0463,Employee_463,Data Engineer,Airflow;Snowflake;dbt;SQL,6,42
EMP0464,Employee_464,Backend Developer,Python;Django;PostgreSQL;Celery,5,30
EMP0465,Employee_465,ML Engineer,XGBoost;LightGBM;Pandas;Scikit-learn,4,55
EMP0466,Employee_466,AI Engineer,Generative AI;Stable Diffusion;GANs;PyTorch,5,68
EMP0467,Employee_467,DevOps Engineer,Azure;Kubernetes;Helm;Monitoring,8,28
EMP0468,Employee_468,Frontend Developer,Vue.js;Vuex;Sass;Webpack,6,52
EMP0469,Employee_469,Data Scientist,Deep Learning;TensorFlow;Keras;Python,9,78
EMP0470,Employee_470,Backend Developer,Ruby on Rails;PostgreSQL;Redis;Sidekiq,7,44
EMP0471,Employee_471,ML Engineer,Time Series;Prophet;Pandas;Statsmodels,5,60
EMP0472,Employee_472,AI Engineer,Ethical AI;Bias Detection;Python;Documentation,4,20
EMP0473,Employee_473,Data Engineer,BigQuery;Dataflow;Pub/Sub;GCP,8,55
EMP0474,Employee_474,Backend Developer,PHP;Laravel;MySQL;Redis,10,65
EMP0475,Employee_475,ML Engineer,Edge AI;TensorFlow Lite;C++;Python,6,70
EMP0476,Employee_476,AI Engineer,Multi-agent Systems;AutoGPT;LangChain;Python,5,40
EMP0477,Employee_477,DevOps Engineer,Security;Vault;Terraform;Compliance,11,35
EMP0478,Employee_478,Frontend Developer,Angular;RxJS;TypeScript;Sass,7,58
EMP0479,Employee_479,Data Scientist,Bayesian Inference;PyMC3;Python;SQL,8,64
EMP0480,Employee_480,Backend Developer,C#;.NET Core;SQL Server;Azure,12,72
EMP0481,Employee_481,ML Engineer,Recommendation Systems;Collaborative Filtering;Python,6,82
EMP0482,Employee_482,AI Engineer,Knowledge Graphs;Neo4j;RDF;Python,7,50
EMP0483,Employee_483,Data Engineer,Redshift;Glue;Athena;AWS,9,60
EMP0484,Employee_484,Backend Developer,Rust;WebAssembly;Performance;Docker,5,25
EMP0485,Employee_485,ML Engineer,Active Learning;Scikit-learn;Python;Labeling,4,45
EMP0486,Employee_486,AI Engineer,Autonomous Systems;ROS;C++;Python,10,90
EMP0487,Employee_487,DevOps Engineer,Logging;ELK Stack;Prometheus;Grafana,7,32
EMP0488,Employee_488,Frontend Developer,Svelte;SvelteKit;Tailwind;Vite,3,38
EMP0489,Employee_489,Data Scientist,A/B Testing;Experimentation;Python;SQL,6,54
EMP0490,Employee_490,Backend Developer,Python;FastAPI;MongoDB;RabbitMQ,5,42
EMP0491,Employee_491,ML Engineer,Feature Engineering;Pandas;SQL;Python,4,50
EMP0492,Employee_492,AI Engineer,LLM Fine-tuning;LoRA;PEFT;PyTorch,6,75
EMP0493,Employee_493,Data Engineer,ClickHouse;VectorDB;Python;SQL,7,62
EMP0494,Employee_494,Backend Developer,Node.js;TypeScript;GraphQL;Prisma,5,48
EMP0495,Employee_495,ML Engineer,Anomaly Detection;Isolation Forest;Python,6,58
EMP0496,Employee_496,AI Engineer,RAG;LlamaIndex;VectorDB;Python,4,35
EMP0497,Employee_497,DevOps Engineer,CloudFormation;AWS;Lambda;Serverless,8,22
EMP0498,Employee_498,Frontend Developer,React Native;Expo;Mobile;TypeScript,6,65
EMP0499,Employee_499,Data Scientist,Natural Language Processing;Spacy;NLTK;Python,9,72
EMP0500,Employee_500,Backend Developer,Go;Kubernetes;Docker;APIs,7,40
